696	SL	SRX1160116	ovary
698	ZM	SRX711270	stem
700	SL	SRX2578846	meristem
701	ZM	SRX711207	stem
702	ST	SRX1426094	stem
703	ZM	SRX710932	ear
704	ZM	SRX339817	internode
705	ZM	SRX710945	ear
706	ZM	SRX1655622	unknown
707	ZM	SRX711300	stem
708	ZM	SRX711294	stem
709	OS	SRX1549409	unknown
710	ZM	SRX2251451	leaf
711	OS	SRX480868	stem
712	ZM	SRX2251426	leaf
713	ST	SRX2737143	leaf
714	ZM	SRX2593652	embryos
715	ZM	SRX2593625	embryos
716	ST	SRX2737134	leaf
717	ZM	SRX745305	unknown
718	ZM	SRX745291	unknown
719	SL	SRX2035828	anther
720	ZM	SRX3599903	unknown
721	ZM	SRX711179	leaf
722	ZM	SRX711074	leaf
723	ZM	SRX711197	stem
724	ZM	SRX711003	ear
725	ZM	SRX1528709	ovary
726	ZM	SRX2425987	kernel
727	ST	SRX1478121	leaf
728	HV	SRX3056724	unknown
729	ZM	SRX711104	leaf
730	ZM	SRX711090	leaf
731	ZM	SRX3599909	unknown
732	ZM	SRX711173	leaf
733	ZM	SRX711009	ear
734	ZM	SRX711235	stem
735	ZM	SRX711242	stem
736	ZM	SRX3187886	unknown
737	ZM	SRX3187868	unknown
738	ZM	SRX711338	stem
739	SL	SRX2245697	root
740	SL	SRX1160124	ovary
741	ZM	SRX710993	ear
742	SL	SRX2245679	root
743	ZM	SRX2035810	kernel
745	OS	SRX3325365	leaf
746	HV	SRX1815078	unknown
747	ZM	SRX151740	leaf
748	ZM	SRX2251414	leaf
749	ZM	SRX2593617	embryos
750	ZM	SRX711248	stem
752	ZM	SRX711332	stem
753	ZM	SRX710977	ear
754	ZM	SRX710894	ear
755	ZM	SRX710900	ear
756	SL	SRX2245673	root
757	ZM	SRX710999	ear
758	ZM	SRX2423177	root
759	ST	SRX1478119	leaf
760	ZM	SRX339792	root
761	OS	SRX2582224	unknown
762	ZM	SRX711031	ear
763	ZM	SRX711046	leaf
764	ZM	SRX339776	embryos
765	ZM	SRX339798	root
766	ZM	SRX711141	leaf
768	ZM	SRX2527289	stem
